,car_name,engineSize,year,mileage,price,link
0,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr Petrol Hatchback,1.0,2019,21121,12500,www.theaa.com/used-cars/cardetails/39-948917
1,FORD FOCUS 1.0 ST-LINE 5d 139 BHP,1.0,2018,24154,10499,www.theaa.com/used-cars/cardetails/59-667413
2,FORD FOCUS 1.0 ST-LINE 5d 139 BHP,1.0,2018,39344,9500,www.theaa.com/used-cars/cardetails/59-667410
3,FORD FOCUS 1.5 ST-LINE TDCI 5d 118 BHP SAT NAV Heated Windscreen DAB Digita,1.5,2017,40000,10000,www.theaa.com/used-cars/cardetails/59-667368
4,Ford Focus Ecoboost Zetec Nav Edition One Years Approved Warranty,0.0,2017,34525,8400,www.theaa.com/used-cars/cardetails/38-278795
5,Ford Focus RS,0.0,2017,25000,27950,www.theaa.com/used-cars/cardetails/38-278773
6,Ford Focus 1.0 EcoBoost 125 Titanium 5 door,1.0,2020,2146,18999,www.theaa.com/used-cars/cardetails/50-55568
7,Ford Focus 1.0 EcoBoost Titanium 5 door,1.0,2018,36879,9295,www.theaa.com/used-cars/cardetails/50-55563
8,Ford Focus 1.0 EcoBoost 125 ST-Line X 5 door,1.0,2019,12415,15795,www.theaa.com/used-cars/cardetails/50-55562
9,Ford Focus 1.5 EcoBoost 150 ST-Line 5 door,1.5,2020,8400,16295,www.theaa.com/used-cars/cardetails/50-55560
10,Ford Focus 1.0 EcoBoost 125 ST-Line Nav 5dr Petrol Hatchback,1.0,2019,14505,14000,www.theaa.com/used-cars/cardetails/39-948566
11,Ford Focus ST-LINE TDCI SERVICE HISTORY ! MEDIA/BT/PHONE ! RESERVE & COLLEC,0.0,2017,76656,8290,www.theaa.com/used-cars/cardetails/73-587139
12,Ford Focus ZETEC EDITION TDCI,0.0,2018,35000,9995,www.theaa.com/used-cars/cardetails/73-587005
13,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2019,3946,14350,www.theaa.com/used-cars/cardetails/137-707950
14,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2019,11937,14000,www.theaa.com/used-cars/cardetails/137-707855
15,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2018,11864,11074,www.theaa.com/used-cars/cardetails/137-707765
16,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2019,16872,14782,www.theaa.com/used-cars/cardetails/137-707610
17,Ford Focus 1.5 TDCi 120 Titanium X 5dr,1.5,2017,33596,10999,www.theaa.com/used-cars/cardetails/137-707592
18,Ford Focus 1.5 EcoBlue 120 ST-Line X 5dr,1.5,2019,16661,16500,www.theaa.com/used-cars/cardetails/137-707546
19,Ford Focus 1.0 EcoBoost 125 Titanium 5dr Auto,1.0,2018,17118,11300,www.theaa.com/used-cars/cardetails/137-707545
20,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr,1.0,2017,18011,9400,www.theaa.com/used-cars/cardetails/137-707544
21,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,15000,11995,www.theaa.com/used-cars/cardetails/137-707292
22,Ford Focus 1.0 EcoBoost Hybrid mHEV 125 Active Edition 5dr,1.0,2020,4111,16500,www.theaa.com/used-cars/cardetails/137-707261
23,Ford Focus 1.5 EcoBoost Titanium 5dr,1.5,2018,27000,10995,www.theaa.com/used-cars/cardetails/137-707177
24,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr,1.0,2018,18997,10046,www.theaa.com/used-cars/cardetails/137-707123
25,Ford Focus 1.0 EcoBoost 140 ST-Line Navigation 5dr,1.0,2018,45924,9800,www.theaa.com/used-cars/cardetails/137-707115
26,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr Auto,1.0,2019,14239,15000,www.theaa.com/used-cars/cardetails/137-707045
27,Ford Focus 2.0 EcoBlue 150 Active X 5dr,2.0,2020,1979,19270,www.theaa.com/used-cars/cardetails/137-706895
28,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2019,9365,13349,www.theaa.com/used-cars/cardetails/137-706892
29,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2018,7140,19738,www.theaa.com/used-cars/cardetails/137-706761
30,Ford Focus 1.0 EcoBoost 125 ST-Line X 5dr,1.0,2019,9442,15995,www.theaa.com/used-cars/cardetails/137-706743
31,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2019,9000,15595,www.theaa.com/used-cars/cardetails/137-706589
32,Ford Focus 1.0 EcoBoost 125 Titanium X 5dr,1.0,2018,12052,11490,www.theaa.com/used-cars/cardetails/137-706267
33,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2018,9128,10750,www.theaa.com/used-cars/cardetails/137-706204
34,Ford Focus T EcoBoost ST-Line,0.0,2018,37455,9889,www.theaa.com/used-cars/cardetails/108-73213
35,Ford Focus 1L ST-Line EcoBoost T,0.0,2017,19917,10700,www.theaa.com/used-cars/cardetails/138-17443
36,Ford Focus 1.0t Ecoboost Titanium Hatchback 5dr Petrol Manual (s/s) (125 Ps,1.0,2018,14455,12995,www.theaa.com/used-cars/cardetails/109-297325
37,Ford Focus 1.5 Tdci St Line X Hatchback 5dr Diesel (s/s) (120 Ps),1.5,2018,35983,11995,www.theaa.com/used-cars/cardetails/109-297279
38,Ford Focus 1.0t Ecoboost Titanium Hatchback 5dr Petrol Manual (s/s) (125 Ps,1.0,2019,12045,13995,www.theaa.com/used-cars/cardetails/109-297271
39,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2982163
40,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,17510,12000,www.theaa.com/used-cars/cardetails/37-2982160
41,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2982153
42,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,17510,12000,www.theaa.com/used-cars/cardetails/37-2982151
43,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2982145
44,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,17510,12000,www.theaa.com/used-cars/cardetails/37-2982144
45,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2982139
46,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2982137
47,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,17510,12000,www.theaa.com/used-cars/cardetails/37-2982130
48,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2982124
49,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2982119
50,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2982096
51,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2982060
52,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2982049
53,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,17510,12000,www.theaa.com/used-cars/cardetails/37-2982014
54,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2982008
55,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2981998
56,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2981986
57,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,17510,12000,www.theaa.com/used-cars/cardetails/37-2981977
58,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2981975
59,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,17510,12000,www.theaa.com/used-cars/cardetails/37-2981954
60,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2981952
61,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2981939
62,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2981885
63,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2981861
64,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2981838
65,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2981831
66,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,17510,12000,www.theaa.com/used-cars/cardetails/37-2981793
67,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,17510,12000,www.theaa.com/used-cars/cardetails/37-2981785
68,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2981780
69,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,17510,12000,www.theaa.com/used-cars/cardetails/37-2981771
70,Ford Focus 1.0 EcoBoost 125ps Titanium 5dr,1.0,2018,10235,13500,www.theaa.com/used-cars/cardetails/37-2981757
71,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2981723
72,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2981722
73,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,17510,12000,www.theaa.com/used-cars/cardetails/37-2981721
74,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2981694
75,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,17510,12000,www.theaa.com/used-cars/cardetails/37-2981691
76,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2981679
77,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,17510,12000,www.theaa.com/used-cars/cardetails/37-2981661
78,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2981649
79,Ford Focus 1.0 EcoBoost 125ps Titanium 5dr,1.0,2018,10235,13500,www.theaa.com/used-cars/cardetails/37-2981635
80,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2981612
81,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2981609
82,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,17510,12000,www.theaa.com/used-cars/cardetails/37-2981608
83,Ford Focus 1.0 EcoBoost 125ps Titanium 5dr,1.0,2018,10235,13500,www.theaa.com/used-cars/cardetails/37-2981581
84,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2981554
85,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2981551
86,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,17510,12000,www.theaa.com/used-cars/cardetails/37-2981550
87,Ford Focus 1.0 EcoBoost 125ps Titanium 5dr,1.0,2018,10235,13500,www.theaa.com/used-cars/cardetails/37-2981515
88,Ford Focus 1.0 EcoBoost 125ps Titanium 5dr,1.0,2018,10235,13500,www.theaa.com/used-cars/cardetails/37-2981496
89,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2981472
90,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2981469
91,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,17510,12000,www.theaa.com/used-cars/cardetails/37-2981468
92,Ford Focus 1.0 EcoBoost 125ps Titanium 5dr,1.0,2018,10235,13500,www.theaa.com/used-cars/cardetails/37-2981392
93,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2981339
94,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2981336
95,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,17510,12000,www.theaa.com/used-cars/cardetails/37-2981335
96,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2981245
97,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2981242
98,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,17510,12000,www.theaa.com/used-cars/cardetails/37-2981241
99,Ford Focus 1.0 EcoBoost 125ps Titanium 5dr,1.0,2018,10235,13500,www.theaa.com/used-cars/cardetails/37-2981164
100,Ford Focus 1.0 EcoBoost 125ps Titanium 5dr,1.0,2018,10235,13500,www.theaa.com/used-cars/cardetails/37-2981155
101,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2981151
102,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2981150
103,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,17510,12000,www.theaa.com/used-cars/cardetails/37-2981149
104,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2981015
105,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2981005
106,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2980887
107,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2020,6877,16000,www.theaa.com/used-cars/cardetails/37-2980879
108,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2980830
109,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,18637,18000,www.theaa.com/used-cars/cardetails/37-2980822
110,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2018,17510,12000,www.theaa.com/used-cars/cardetails/37-2980818
111,Ford Focus 1.0 EcoBoost Titanium 5dr,1.0,2017,19100,9800,www.theaa.com/used-cars/cardetails/120-10947
112,Ford Focus 1.0T EcoBoost ST-Line X (s/s) 5dr,1.0,2019,25032,16995,www.theaa.com/used-cars/cardetails/6-1801416
113,Ford Focus 1.5 EcoBlue ST-Line (s/s) 5dr,1.5,2019,21606,14995,www.theaa.com/used-cars/cardetails/6-1801415
114,Ford Focus 1.0T EcoBoost Titanium (s/s) 5dr,1.0,2019,8605,14995,www.theaa.com/used-cars/cardetails/6-1801411
115,Ford Focus 1.5 TDCi Zetec Edition (s/s) 5dr,1.5,2017,85171,6779,www.theaa.com/used-cars/cardetails/6-1801348
116,Ford Focus 1.5 TDCi Zetec Powershift (s/s) 5dr,1.5,2017,55822,8380,www.theaa.com/used-cars/cardetails/6-1800932
117,Ford Focus St-3 2.0 Turbo 5dr,2.0,2017,19600,16799,www.theaa.com/used-cars/cardetails/14-2612502
118,Ford Focus 5Dr ST-Line X 1.0 125PS,1.0,2020,2512,17499,www.theaa.com/used-cars/cardetails/14-2612375
119,Ford Focus 5Dr Titanium 1.0 125PS,1.0,2019,6246,14299,www.theaa.com/used-cars/cardetails/14-2612246
120,Ford Focus 5Dr Titanium 1.0 125PS Auto,1.0,2017,17797,10500,www.theaa.com/used-cars/cardetails/14-2612230
121,Ford Focus 5Dr ST-2 2.0 Tdci 185PS,2.0,2017,10137,16499,www.theaa.com/used-cars/cardetails/14-2612216
122,Ford Focus TITANIUM 5-Door,0.0,2017,20000,9995,www.theaa.com/used-cars/cardetails/24-355969
123,Ford Focus  1.0 Active X 5dr 6Spd 125PS,1.0,2021,10,20994,www.theaa.com/used-cars/cardetails/7-345591
124,Ford Focus  1.5 L   EcoBoost ST-Line X 5dr 6Spd 182PS,1.5,2020,6280,19998,www.theaa.com/used-cars/cardetails/7-345586
125,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr Auto Petrol Hatchback,1.0,2018,6012,11250,www.theaa.com/used-cars/cardetails/39-948640
126,Ford Focus RS 2.3 EcoBoost 5dr Petrol Hatchback,2.3,2018,34475,27000,www.theaa.com/used-cars/cardetails/39-948635
127,Ford Focus 1.0 EcoBoost 125 Titanium X 5dr Petrol Hatchback,1.0,2018,46073,10000,www.theaa.com/used-cars/cardetails/39-948634
128,Ford Focus 1.5 TDCi 120 ST-Line 5dr Diesel Hatchback,1.5,2017,40000,9745,www.theaa.com/used-cars/cardetails/39-948605
129,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr Petrol Hatchback,1.0,2019,21189,13700,www.theaa.com/used-cars/cardetails/39-948595
130,Ford Focus 1.0 EcoBoost 125 Titanium 5dr Petrol Hatchback,1.0,2018,10100,13600,www.theaa.com/used-cars/cardetails/39-948586
131,Ford Focus 1.0 EcoBoost 125 Titanium 5dr Petrol Hatchback,1.0,2018,31451,10300,www.theaa.com/used-cars/cardetails/39-948584
132,Ford Focus 1.0 EcoBoost 125 Titanium 5dr Petrol Hatchback,1.0,2019,9000,14100,www.theaa.com/used-cars/cardetails/39-948582
133,Ford Focus 1.0 EcoBoost 125 Titanium 5dr Petrol Hatchback,1.0,2018,8000,11000,www.theaa.com/used-cars/cardetails/39-948581
134,Ford Focus 1.0 EcoBoost 125 Titanium 5dr Petrol Hatchback,1.0,2018,7000,10700,www.theaa.com/used-cars/cardetails/39-948580
135,Ford Focus Vignale 1.5 EcoBoost 150 5dr Auto Petrol Hatchback,1.5,2019,4200,16200,www.theaa.com/used-cars/cardetails/39-948579
136,Ford Focus 1.0 EcoBoost 125 Titanium 5dr Petrol Hatchback,1.0,2018,19000,13995,www.theaa.com/used-cars/cardetails/39-948553
137,FORD FOCUS 1.5 TDCi 120 Zetec Edition 5dr,1.5,2017,54830,7891,www.theaa.com/used-cars/cardetails/59-667005
138,FORD FOCUS 2.0 ST-3 TDCI 5DR 1 OWNER AUTO 183 BHP + SAT NAV + LEATHER SEATS,2.0,2017,48000,15690,www.theaa.com/used-cars/cardetails/59-666931
139,Ford FOCUS ZETEC EDITION,0.0,2018,5400,10595,www.theaa.com/used-cars/cardetails/10-1147899
140,Ford Focus 1.5 EcoBoost 182 ST-Line X 5 door Estate,1.5,2020,3590,20000,www.theaa.com/used-cars/cardetails/50-55549
141,Ford Focus 1.0 EcoBoost 125 ST-Line X 5 door,1.0,2019,6000,16495,www.theaa.com/used-cars/cardetails/50-55548
142,Ford Focus 1.0 EcoBoost 125 Zetec 5 door Estate,1.0,2019,4666,14489,www.theaa.com/used-cars/cardetails/50-55546
143,FORD FOCUS 1.0 Ecoboost 125 Titanium Navigation 5Dr,1.0,2017,34677,8999,www.theaa.com/used-cars/cardetails/23-103744
144,FORD FOCUS 2.3 Ecoboost St 5Dr,2.3,2019,7390,24499,www.theaa.com/used-cars/cardetails/23-103607
145,FORD FOCUS 1.5 Ecoboost 150 Active X 5Dr,1.5,2019,14542,17699,www.theaa.com/used-cars/cardetails/23-103604
146,FORD FOCUS 1.0 Ecoboost 125 St-Line Nav 5Dr,1.0,2018,17967,13499,www.theaa.com/used-cars/cardetails/23-103599
147,FORD FOCUS 1.0 Ecoboost 125 Active 5Dr,1.0,2019,15193,14499,www.theaa.com/used-cars/cardetails/23-103597
148,FORD FOCUS 1.0 Ecoboost 125 Titanium Navigation 5Dr,1.0,2018,7866,14499,www.theaa.com/used-cars/cardetails/23-103593
149,FORD FOCUS 1.0 Ecoboost 125 Titanium Navigation 5Dr,1.0,2019,9351,14000,www.theaa.com/used-cars/cardetails/23-103590
150,Ford Focus Vignale 1.0 EcoBoost 125 5dr,1.0,2019,5926,17892,www.theaa.com/used-cars/cardetails/137-705951
151,Ford Focus 1.5L Titanium EcoBlue,1.5,2020,3049,15575,www.theaa.com/used-cars/cardetails/138-17429
152,Ford Focus 5Dr ST-Line 1.0 125PS,1.0,2019,6007,15499,www.theaa.com/used-cars/cardetails/14-2612098
153,Ford Focus 5Dr Titanium 1.0 125PS,1.0,2019,15800,13699,www.theaa.com/used-cars/cardetails/14-2612091
154,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr Petrol Hatchback,1.0,2018,27417,11995,www.theaa.com/used-cars/cardetails/39-948547
155,FORD FOCUS 1.0 TITANIUM 5d 124 BHP,1.0,2017,10205,11285,www.theaa.com/used-cars/cardetails/59-666762
156,Ford Focus 1.0 EcoBoost 125 ST-Line X 5dr Hatchback,1.0,2020,6973,17119,www.theaa.com/used-cars/cardetails/10-1147814
157,Ford Focus 1.5 TDCi 120 ST-Line 5 door,1.5,2017,36100,10095,www.theaa.com/used-cars/cardetails/50-55531
158,FORD FOCUS 1.0 Ecoboost 125 Titanium 5Dr,1.0,2017,24856,9499,www.theaa.com/used-cars/cardetails/23-103429
159,Ford Focus 1.0 EcoBoost 125 Titanium 5dr Petrol Hatchback,1.0,2019,11509,13800,www.theaa.com/used-cars/cardetails/39-948443
160,Ford Focus 1.0 EcoBoost 125 Titanium 5dr Auto,1.0,2017,19353,10995,www.theaa.com/used-cars/cardetails/137-705831
161,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2018,19973,9900,www.theaa.com/used-cars/cardetails/137-705774
162,Ford Focus 1.0 EcoBoost Hybrid mHEV 125 Titanium Edition 5dr,1.0,2020,10,17600,www.theaa.com/used-cars/cardetails/137-705692
163,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2019,27040,13000,www.theaa.com/used-cars/cardetails/137-705224
164,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2018,30667,9650,www.theaa.com/used-cars/cardetails/137-705191
165,Ford Focus 1.0 EcoBoost 125 ST-Line Navigation 5dr Auto,1.0,2018,7651,12200,www.theaa.com/used-cars/cardetails/137-705190
166,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2019,11760,14500,www.theaa.com/used-cars/cardetails/137-705161
167,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2019,12513,15000,www.theaa.com/used-cars/cardetails/137-705160
168,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,2500,18295,www.theaa.com/used-cars/cardetails/137-704290
169,Ford Focus 1.0 EcoBoost 125 ST-Line X 5dr,1.0,2019,23697,14900,www.theaa.com/used-cars/cardetails/137-705325
170,Ford Focus 1.0 EcoBoost 100 Zetec 5dr,1.0,2020,3587,16500,www.theaa.com/used-cars/cardetails/137-704964
171,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2018,18586,10780,www.theaa.com/used-cars/cardetails/137-704962
172,Ford Focus 1.5 TDCi 120 Titanium X 5dr,1.5,2018,41514,11999,www.theaa.com/used-cars/cardetails/137-704847
173,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2020,12393,14485,www.theaa.com/used-cars/cardetails/137-704719
174,Ford Focus 1.0 EcoBoost 140 ST-Line Navigation 5dr,1.0,2017,14870,11495,www.theaa.com/used-cars/cardetails/137-704711
175,Ford Focus 1.5L Titanium EcoBlue,1.5,2019,27435,12875,www.theaa.com/used-cars/cardetails/138-17363
176,Ford Focus 2.0 TDCi Titanium (s/s) 5dr,2.0,2017,90900,6990,www.theaa.com/used-cars/cardetails/6-1800344
177,Ford Focus  1.0 T EcoBoost S6 (Petrol) Zetec Edition 5dr 6Spd 125PS,1.0,2018,6417,10308,www.theaa.com/used-cars/cardetails/7-345498
178,FORD FOCUS 1.5 ST-LINE TDCI 5d 118 BHP,1.5,2018,54729,10295,www.theaa.com/used-cars/cardetails/59-666578
179,FORD FOCUS 1.0 Ecoboost 125 Zetec 5Dr Auto,1.0,2019,3893,13990,www.theaa.com/used-cars/cardetails/23-103227
180,Ford Focus 1.0 EcoBoost 125 Titanium 5dr Auto,1.0,2017,29098,10350,www.theaa.com/used-cars/cardetails/137-704115
181,Ford Focus 1.0 EcoBoost 140 ST-Line X 5dr,1.0,2018,22168,11845,www.theaa.com/used-cars/cardetails/137-703886
182,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2018,12000,12700,www.theaa.com/used-cars/cardetails/137-703783
183,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2019,6555,13700,www.theaa.com/used-cars/cardetails/137-703501
184,Ford Focus Vignale 1.0 EcoBoost 125 Active X 5dr,1.0,2020,10,20600,www.theaa.com/used-cars/cardetails/137-703429
185,Ford Focus 1.0 EcoBoost 140 ST-Line Navigation 5dr,1.0,2017,13265,11561,www.theaa.com/used-cars/cardetails/137-703116
186,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2018,12628,14566,www.theaa.com/used-cars/cardetails/137-702998
187,Ford Focus 1.5 EcoBoost 182 Titanium X 5dr,1.5,2018,1791,13000,www.theaa.com/used-cars/cardetails/137-701989
188,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2018,6410,10850,www.theaa.com/used-cars/cardetails/137-701988
189,Ford Focus 1.0 EcoBoost 140 ST-Line Navigation 5dr,1.0,2017,20689,10400,www.theaa.com/used-cars/cardetails/137-701987
190,Ford Focus 1.0 EcoBoost Hybrid mHEV 125 Titanium X Ed 5dr,1.0,2020,10,19400,www.theaa.com/used-cars/cardetails/137-701900
191,Ford Focus 1.0 EcoBoost 125 Titanium 5dr Auto,1.0,2017,28795,10500,www.theaa.com/used-cars/cardetails/137-701899
192,Ford Focus 1.5 EcoBoost 182 Titanium X 5dr,1.5,2018,22283,12250,www.theaa.com/used-cars/cardetails/137-701829
193,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2018,32445,11195,www.theaa.com/used-cars/cardetails/137-701683
194,Ford Focus 1.5 EcoBoost Titanium 5dr,1.5,2017,14162,11993,www.theaa.com/used-cars/cardetails/137-701281
195,Ford Focus 1.5 EcoBoost 182 ST-Line X 5dr,1.5,2019,14659,17495,www.theaa.com/used-cars/cardetails/137-700859
196,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2019,15961,13500,www.theaa.com/used-cars/cardetails/137-700667
197,Ford Focus 1.0 EcoBoost 125 ST-Line X 5dr,1.0,2019,5202,17795,www.theaa.com/used-cars/cardetails/137-700591
198,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr,1.0,2017,31787,9250,www.theaa.com/used-cars/cardetails/137-700590
199,Ford Focus 1.5 EcoBoost 150 Active X Auto 5dr,1.5,2019,12008,17495,www.theaa.com/used-cars/cardetails/137-704065
200,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,2000,20000,www.theaa.com/used-cars/cardetails/137-703968
201,Ford Focus 1.0 EcoBoost 125 Titanium X 5dr,1.0,2018,15160,12195,www.theaa.com/used-cars/cardetails/137-703967
