,car_name,engineSize,year,mileage,price,link
1525,Ford Focus Titanium X 1.5 Diesel 120ps,1.5,2020,3076,17985,www.theaa.com/used-cars/cardetails/37-2968610
1526,Ford Focus Titanium X 1.5 Diesel 120ps,1.5,2020,1161,17395,www.theaa.com/used-cars/cardetails/37-2968608
1527,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,1874,19055,www.theaa.com/used-cars/cardetails/37-2968605
1528,Ford Focus St 2.0 Diesel 190ps,2.0,2020,4848,25460,www.theaa.com/used-cars/cardetails/37-2968596
1529,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,1267,18250,www.theaa.com/used-cars/cardetails/37-2968595
1530,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,688,19160,www.theaa.com/used-cars/cardetails/37-2968589
1531,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,1941,18625,www.theaa.com/used-cars/cardetails/37-2968587
1532,Ford Focus Titanium X 1.5 Diesel 120ps,1.5,2020,3350,17650,www.theaa.com/used-cars/cardetails/37-2968583
1533,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,688,19160,www.theaa.com/used-cars/cardetails/37-2968582
1534,Ford Focus St-Line X 1.5 Diesel 120ps,1.5,2020,5461,18930,www.theaa.com/used-cars/cardetails/37-2968581
1535,Ford Focus Titanium X 1.5 Diesel 120ps,1.5,2020,4400,16750,www.theaa.com/used-cars/cardetails/37-2968577
1536,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,4599,19220,www.theaa.com/used-cars/cardetails/37-2968576
1537,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,1941,18625,www.theaa.com/used-cars/cardetails/37-2968573
1538,Ford Focus St 2.0 Diesel 190ps,2.0,2020,2804,25035,www.theaa.com/used-cars/cardetails/37-2968571
1539,Ford Focus St-Line X 1.5 Diesel 120ps,1.5,2020,5718,18500,www.theaa.com/used-cars/cardetails/37-2968534
1540,Ford Focus St 2.3 Petrol 280ps,2.3,2019,9190,25615,www.theaa.com/used-cars/cardetails/37-2968542
1541,Ford Focus Titanium X 1.5 Diesel 120ps,1.5,2020,2271,17155,www.theaa.com/used-cars/cardetails/37-2968539
1542,Ford Focus St 2.0 Diesel 190ps,2.0,2020,3002,23780,www.theaa.com/used-cars/cardetails/37-2968532
1543,Ford Focus Titanium X 2.0 Diesel 150ps,2.0,2020,1607,17365,www.theaa.com/used-cars/cardetails/37-2968541
1544,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr Petrol Hatchback,1.0,2019,10381,14200,www.theaa.com/used-cars/cardetails/39-943101
1545,Ford Focus 1.0 EcoBoost 125 ST-Line X 5dr Petrol Hatchback,1.0,2018,13320,15000,www.theaa.com/used-cars/cardetails/39-942890
1546,FORD FOCUS 1.0T EcoBoost Titanium X (stop/start) 5dr [SAT NAV],1.0,2017,57385,9000,www.theaa.com/used-cars/cardetails/59-658595
1547,FORD FOCUS 1.5 Ecoboost 150 Titanium X 5Dr,1.5,2019,21745,14599,www.theaa.com/used-cars/cardetails/23-99028
1548,FORD FOCUS 1.0 Ecoboost 125 Titanium 5Dr,1.0,2019,22905,12999,www.theaa.com/used-cars/cardetails/23-99027
1549,FORD FOCUS 1.0 Ecoboost 125 St-Line X 5Dr,1.0,2018,14560,15170,www.theaa.com/used-cars/cardetails/23-98900
1550,FORD FOCUS 1.0 Ecoboost 125 St-Line Nav 5Dr,1.0,2018,31926,12399,www.theaa.com/used-cars/cardetails/23-98889
1551,FORD FOCUS 1.0 Ecoboost 125 St-Line Nav 5Dr,1.0,2020,14129,14899,www.theaa.com/used-cars/cardetails/23-98888
1552,FORD FOCUS 1.5 Tdci 120 Titanium 5Dr,1.5,2017,60000,8495,www.theaa.com/used-cars/cardetails/23-98793
1553,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2018,13866,12800,www.theaa.com/used-cars/cardetails/137-666215
1554,Ford Focus 1.5 EcoBoost Titanium 5dr,1.5,2017,54919,9000,www.theaa.com/used-cars/cardetails/137-666214
1555,Ford Focus 1.5 EcoBoost 182 ST-Line X 5dr Auto,1.5,2020,9131,19970,www.theaa.com/used-cars/cardetails/137-666141
1556,Ford Focus 5Dr ST-Line X 1.5 Tdci 120PS,1.5,2019,7460,17000,www.theaa.com/used-cars/cardetails/14-2602735
1557,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr Auto,1.0,2017,20101,10997,www.theaa.com/used-cars/cardetails/137-666517
1558,Ford Focus 1.0 EcoBoost 125 Active X Auto 5dr,1.0,2019,8000,17490,www.theaa.com/used-cars/cardetails/137-665757
1559,Ford Focus 2L Titanium EcoBlue,0.0,2018,8590,15000,www.theaa.com/used-cars/cardetails/138-15879
1560,Ford Focus 5Dr Titanium 1.0 125PS,1.0,2019,21473,13499,www.theaa.com/used-cars/cardetails/14-2602615
1561,Ford Focus 5Dr Titanium 1.0 125PS,1.0,2019,19163,13499,www.theaa.com/used-cars/cardetails/14-2602614
1562,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2968506
1563,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2968476
1564,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2968453
1565,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2968409
1566,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2968378
1567,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2968345
1568,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2968300
1569,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2968249
1570,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2968221
1571,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,640,19000,www.theaa.com/used-cars/cardetails/37-2968190
1572,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,640,19000,www.theaa.com/used-cars/cardetails/37-2968160
1573,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,640,19000,www.theaa.com/used-cars/cardetails/37-2968145
1574,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,640,19000,www.theaa.com/used-cars/cardetails/37-2968128
1575,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,640,19000,www.theaa.com/used-cars/cardetails/37-2968113
1576,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,640,19000,www.theaa.com/used-cars/cardetails/37-2968089
1577,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2968078
1578,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,640,19000,www.theaa.com/used-cars/cardetails/37-2968073
1579,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,640,19000,www.theaa.com/used-cars/cardetails/37-2968050
1580,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,640,19000,www.theaa.com/used-cars/cardetails/37-2968017
1581,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2968007
1582,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,640,19000,www.theaa.com/used-cars/cardetails/37-2968001
1583,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,640,19000,www.theaa.com/used-cars/cardetails/37-2967990
1584,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2967979
1585,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,640,19000,www.theaa.com/used-cars/cardetails/37-2967973
1586,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,640,19000,www.theaa.com/used-cars/cardetails/37-2967958
1587,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2967954
1588,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2967953
1589,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,640,19000,www.theaa.com/used-cars/cardetails/37-2967937
1590,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,640,19000,www.theaa.com/used-cars/cardetails/37-2967921
1591,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2967907
1592,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2967770
1593,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2967762
1594,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2967756
1595,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2967752
1596,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2967733
1597,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,8440,11000,www.theaa.com/used-cars/cardetails/37-2967699
1598,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr Auto Petrol Hatchback,1.0,2017,24362,10750,www.theaa.com/used-cars/cardetails/39-942657
1599,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr Petrol Hatchback,1.0,2019,13043,14100,www.theaa.com/used-cars/cardetails/39-942612
1600,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr Petrol Hatchback,1.0,2018,13889,10200,www.theaa.com/used-cars/cardetails/39-942587
1601,Ford Focus 1.5 TDCi 120 ST-Line 5dr Diesel Hatchback,1.5,2017,48379,10000,www.theaa.com/used-cars/cardetails/39-942560
1602,FORD FOCUS 1.0 ZETEC EDITION 5d 124 BHP,1.0,2017,26000,9180,www.theaa.com/used-cars/cardetails/59-658117
1603,FORD FOCUS 1.0 ST-LINE 5d 139 BHP 5SP ECO HATCH,1.0,2018,20000,11295,www.theaa.com/used-cars/cardetails/59-658047
1604,FORD FOCUS 1.0 ST-LINE 5d 124 BHP,1.0,2017,42415,9740,www.theaa.com/used-cars/cardetails/59-657909
1605,FORD FOCUS 1.0 TITANIUM X 5d 124 BHP,1.0,2017,18108,11465,www.theaa.com/used-cars/cardetails/59-657772
1606,FORD FOCUS 1.0 Ecoboost Hybrid Mhev 125 St-Line X Edition 5Dr,1.0,2021,2000,23299,www.theaa.com/used-cars/cardetails/23-98662
1607,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2019,8545,15390,www.theaa.com/used-cars/cardetails/137-665356
1608,Ford Focus 1.5L Titanium EcoBlue,1.5,2019,6754,14825,www.theaa.com/used-cars/cardetails/138-15793
1609,Ford Focus 1L Titanium EcoBoost T,0.0,2019,16203,13875,www.theaa.com/used-cars/cardetails/138-15785
1610,Ford Focus 1L Titanium EcoBoost T,0.0,2019,12175,14150,www.theaa.com/used-cars/cardetails/138-15781
1611,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2019,11537,13500,www.theaa.com/used-cars/cardetails/137-664982
1612,Ford Focus 1.0 EcoBoost Titanium 5dr,1.0,2018,14928,10112,www.theaa.com/used-cars/cardetails/137-664750
1613,Ford Focus 1.5 EcoBlue 120 Zetec 5dr,1.5,2019,6558,13670,www.theaa.com/used-cars/cardetails/137-664392
1614,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2019,10023,14000,www.theaa.com/used-cars/cardetails/137-664263
1615,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2019,7048,14200,www.theaa.com/used-cars/cardetails/137-664262
1616,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2017,27026,9500,www.theaa.com/used-cars/cardetails/137-663543
1617,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2018,18232,10500,www.theaa.com/used-cars/cardetails/137-663240
1618,Ford Focus RS 2.3 EcoBoost 5dr Petrol Hatchback,2.3,2017,27253,26495,www.theaa.com/used-cars/cardetails/39-942189
1619,Ford Focus TITANIUM TDCI,0.0,2017,74641,6995,www.theaa.com/used-cars/cardetails/73-582289
1620,Ford Focus 1.5 EcoBoost 182 ST-Line X 5dr,1.5,2020,1689,19750,www.theaa.com/used-cars/cardetails/137-663943
1621,Ford Focus 1.5 TDCi 120 ST-Line 5dr,1.5,2017,26504,10750,www.theaa.com/used-cars/cardetails/137-663942
1622,Ford Focus 1.5 TDCi 120 ST-Line 5dr,1.5,2017,48000,10790,www.theaa.com/used-cars/cardetails/137-662935
1623,Ford Focus 2.0T EcoBoost ST-2 Navigation 5dr,2.0,2018,21241,16990,www.theaa.com/used-cars/cardetails/14-2601828
1624,Ford Focus 2.0 TDCi 185 ST-3 Navigation 5dr,2.0,2018,9647,18000,www.theaa.com/used-cars/cardetails/14-2601825
1625,Ford Focus 1.0 EcoBoost 100 Zetec 5dr Petrol Hatchback,1.0,2018,17251,11600,www.theaa.com/used-cars/cardetails/39-942388
1626,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr Petrol Hatchback,1.0,2017,22018,9250,www.theaa.com/used-cars/cardetails/39-942270
1627,FORD FOCUS 1.5 TITANIUM X TDCI 5d AUTO 118 BHP,1.5,2017,21000,11299,www.theaa.com/used-cars/cardetails/59-657185
1628,Ford FOCUS HATCHBACK 1.5 EcoBoost 150 Titanium X 5dr,1.5,2020,2548,17499,www.theaa.com/used-cars/cardetails/122-2472
1629,FORD FOCUS 1.0 Ecoboost 125 Titanium 5Dr Auto,1.0,2017,17858,10450,www.theaa.com/used-cars/cardetails/23-98170
1630,Ford Focus St-line 1,0.0,2019,9753,14295,www.theaa.com/used-cars/cardetails/128-2475
1631,Ford Focus 1.0 EcoBoost Hybrid mHEV 125 Active X Edition 5dr,1.0,2020,4000,20000,www.theaa.com/used-cars/cardetails/37-2966020
1632,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2019,15000,16000,www.theaa.com/used-cars/cardetails/37-2965985
1633,Ford Focus 1.0 EcoBoost Hybrid mHEV 125 Active X Edition 5dr,1.0,2020,4000,20000,www.theaa.com/used-cars/cardetails/37-2965604
1634,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2019,15000,16000,www.theaa.com/used-cars/cardetails/37-2965582
1635,Ford Focus 2.0 TDCi 185 ST-3 5dr,2.0,2017,22258,16250,www.theaa.com/used-cars/cardetails/37-2965550
1636,Ford Focus  1.0 L   EcoBoost ST-Line 5dr 6Spd 125PS,1.0,2020,3371,15688,www.theaa.com/used-cars/cardetails/7-342716
1637,Ford Focus   1.5 TDCi 120 Titanium X 5dr Powershift,1.5,2017,48197,10423,www.theaa.com/used-cars/cardetails/7-342701
1638,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr Petrol Hatchback,1.0,2019,10467,14324,www.theaa.com/used-cars/cardetails/39-941769
1639,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr Petrol Hatchback,1.0,2019,5974,14700,www.theaa.com/used-cars/cardetails/39-941742
1640,Ford Focus 1.5 EcoBoost Titanium 5dr Auto Petrol Estate,1.5,2017,10876,12200,www.theaa.com/used-cars/cardetails/39-941595
1641,FORD FOCUS 1.0 ZETEC EDITION 5d 124 BHP,1.0,2017,34724,8750,www.theaa.com/used-cars/cardetails/59-656359
1642,FORD FOCUS 1.0 ST-LINE 5d AUTO 124 BHP,1.0,2017,32415,10995,www.theaa.com/used-cars/cardetails/59-656135
1643,Ford Focus 2.0 EcoBlue 5 door Automatic Estate,2.0,2020,2927,20989,www.theaa.com/used-cars/cardetails/50-55248
1644,Ford Focus 1.0 EcoBoost 125 ST-Line X 5dr,1.0,2019,10255,16800,www.theaa.com/used-cars/cardetails/137-659272
1645,Ford Focus 1.5 EcoBoost ST-Line Navigation 5dr,1.5,2018,19863,11995,www.theaa.com/used-cars/cardetails/137-659169
1646,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2018,27411,12800,www.theaa.com/used-cars/cardetails/14-2600479
1647,FORD FOCUS 1.0 Ecoboost 125 Zetec Edition 5Dr,1.0,2017,65995,7399,www.theaa.com/used-cars/cardetails/23-97669
1648,Ford Focus 1.5 TDCi 120 Titanium 5dr,1.5,2018,27731,10461,www.theaa.com/used-cars/cardetails/137-658752
1649,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2018,22271,12700,www.theaa.com/used-cars/cardetails/14-2600478
1650,Ford Focus 5Dr Titanium 1.5 Tdci 120PS,1.5,2017,14335,10499,www.theaa.com/used-cars/cardetails/14-2600428
1651,Ford Focus   1.0 EcoBoost 125 ST-Line X 5dr,1.0,2019,10972,16599,www.theaa.com/used-cars/cardetails/7-342579
1652,Ford Focus  2.0 TDCi S6 (Diesel) ST-2 5dr 6Spd 185PS,2.0,2017,51811,13290,www.theaa.com/used-cars/cardetails/7-342527
1653,Ford Focus St 2.0 Diesel 190ps,2.0,2020,3751,25050,www.theaa.com/used-cars/cardetails/37-2965218
1654,Ford Focus Titanium X 1.5 Diesel 120ps,1.5,2020,1492,16700,www.theaa.com/used-cars/cardetails/37-2965216
1655,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,2830,19045,www.theaa.com/used-cars/cardetails/37-2965213
1656,Ford Focus St 2.0 Diesel 190ps,2.0,2020,2674,25010,www.theaa.com/used-cars/cardetails/37-2965212
1657,Ford Focus St 2.3 Petrol 280ps,2.3,2019,4116,26295,www.theaa.com/used-cars/cardetails/37-2965207
1658,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,2471,19075,www.theaa.com/used-cars/cardetails/37-2965206
1659,Ford Focus St 2.0 Diesel 190ps,2.0,2020,593,25010,www.theaa.com/used-cars/cardetails/37-2965204
1660,Ford Focus St 2.0 Diesel 190ps,2.0,2020,8486,24255,www.theaa.com/used-cars/cardetails/37-2965200
1661,Ford Focus Titanium X 1.5 Diesel 120ps,1.5,2020,4138,17135,www.theaa.com/used-cars/cardetails/37-2965199
1662,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,3841,18510,www.theaa.com/used-cars/cardetails/37-2965198
1663,Ford Focus St 2.0 Diesel 190ps,2.0,2020,8486,24255,www.theaa.com/used-cars/cardetails/37-2965193
1664,Ford Focus St 2.3 Petrol 280ps,2.3,2019,5027,25620,www.theaa.com/used-cars/cardetails/37-2965190
1665,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,3841,18510,www.theaa.com/used-cars/cardetails/37-2965185
1666,Ford Focus St 2.3 Petrol 280ps,2.3,2019,4116,26295,www.theaa.com/used-cars/cardetails/37-2965169
1667,Ford Focus St 2.3 Petrol 280ps,2.3,2019,4604,26080,www.theaa.com/used-cars/cardetails/37-2965168
1668,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,451,19145,www.theaa.com/used-cars/cardetails/37-2965164
1669,Ford Focus Titanium X 1.5 Diesel 120ps,1.5,2020,280,17435,www.theaa.com/used-cars/cardetails/37-2965162
1670,Ford Focus St 2.3 Petrol 280ps,2.3,2019,4604,26080,www.theaa.com/used-cars/cardetails/37-2965160
1671,Ford Focus Titanium X 1.5 Diesel 120ps,1.5,2020,1492,16700,www.theaa.com/used-cars/cardetails/37-2965151
1672,Ford Focus St 2.0 Diesel 190ps,2.0,2020,3751,25050,www.theaa.com/used-cars/cardetails/37-2965149
1673,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,451,19145,www.theaa.com/used-cars/cardetails/37-2965144
1674,Ford Focus Titanium X 1.5 Diesel 120ps,1.5,2020,1492,16700,www.theaa.com/used-cars/cardetails/37-2965142
1675,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,2830,19045,www.theaa.com/used-cars/cardetails/37-2965138
1676,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,451,19145,www.theaa.com/used-cars/cardetails/37-2965130
1677,Ford Focus St 2.0 Diesel 190ps,2.0,2020,593,25010,www.theaa.com/used-cars/cardetails/37-2965129
1678,Ford Focus St 2.0 Diesel 190ps,2.0,2020,4447,24095,www.theaa.com/used-cars/cardetails/37-2965125
1679,Ford Focus Titanium X 1.5 Diesel 120ps,1.5,2020,280,17435,www.theaa.com/used-cars/cardetails/37-2965124
1680,Ford Focus St 2.0 Diesel 190ps,2.0,2020,2950,24535,www.theaa.com/used-cars/cardetails/37-2965120
1681,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,2471,19075,www.theaa.com/used-cars/cardetails/37-2965119
1682,Ford Focus St 2.0 Diesel 190ps,2.0,2020,2674,25010,www.theaa.com/used-cars/cardetails/37-2965118
1683,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,2830,19045,www.theaa.com/used-cars/cardetails/37-2965115
1684,Ford Focus St 2.0 Diesel 190ps,2.0,2020,593,25010,www.theaa.com/used-cars/cardetails/37-2965104
1685,Ford Focus St 2.3 Petrol 280ps,2.3,2019,5027,25620,www.theaa.com/used-cars/cardetails/37-2965102
1686,Ford Focus St 2.3 Petrol 280ps,2.3,2019,4398,25205,www.theaa.com/used-cars/cardetails/37-2965100
1687,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,2830,19045,www.theaa.com/used-cars/cardetails/37-2965099
1688,Ford Focus St 2.0 Diesel 190ps,2.0,2020,4447,24095,www.theaa.com/used-cars/cardetails/37-2965096
1689,Ford Focus St 2.0 Diesel 190ps,2.0,2020,8486,24255,www.theaa.com/used-cars/cardetails/37-2965095
1690,Ford Focus St 2.0 Diesel 190ps,2.0,2020,2950,24535,www.theaa.com/used-cars/cardetails/37-2965091
1691,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,2471,19075,www.theaa.com/used-cars/cardetails/37-2965090
1692,Ford Focus Titanium X 1.5 Diesel 120ps,1.5,2020,4138,17135,www.theaa.com/used-cars/cardetails/37-2965087
1693,Ford Focus St 2.3 Petrol 280ps,2.3,2019,4116,26295,www.theaa.com/used-cars/cardetails/37-2965084
1694,Ford Focus St 2.3 Petrol 280ps,2.3,2019,4398,25205,www.theaa.com/used-cars/cardetails/37-2965083
1695,Ford Focus St 2.3 Petrol 280ps,2.3,2019,6946,25765,www.theaa.com/used-cars/cardetails/37-2965082
1696,Ford Focus St 2.0 Diesel 190ps,2.0,2020,3751,25050,www.theaa.com/used-cars/cardetails/37-2965081
1697,Ford Focus Titanium X 1.5 Diesel 120ps,1.5,2020,280,17435,www.theaa.com/used-cars/cardetails/37-2965078
1698,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,3841,18510,www.theaa.com/used-cars/cardetails/37-2965077
1699,Ford Focus St 2.0 Diesel 190ps,2.0,2020,3751,25050,www.theaa.com/used-cars/cardetails/37-2965074
1700,Ford Focus Titanium X 1.5 Diesel 120ps,1.5,2020,4138,17135,www.theaa.com/used-cars/cardetails/37-2965073
1701,Ford Focus St 2.0 Diesel 190ps,2.0,2020,2674,25010,www.theaa.com/used-cars/cardetails/37-2965071
1702,Ford Focus St 2.3 Petrol 280ps,2.3,2019,4604,26080,www.theaa.com/used-cars/cardetails/37-2965070
1703,Ford Focus St 2.3 Petrol 280ps,2.3,2019,4604,26080,www.theaa.com/used-cars/cardetails/37-2964969
1704,Ford Focus St 2.3 Petrol 280ps,2.3,2019,4116,26295,www.theaa.com/used-cars/cardetails/37-2964964
1705,Ford Focus St 2.0 Diesel 190ps,2.0,2020,2950,24535,www.theaa.com/used-cars/cardetails/37-2964959
1706,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,2471,19075,www.theaa.com/used-cars/cardetails/37-2964956
1707,Ford Focus St 2.0 Diesel 190ps,2.0,2020,2674,25010,www.theaa.com/used-cars/cardetails/37-2964955
1708,Ford Focus St 2.0 Diesel 190ps,2.0,2020,4447,24095,www.theaa.com/used-cars/cardetails/37-2964953
1709,Ford Focus St 2.3 Petrol 280ps,2.3,2019,4398,25205,www.theaa.com/used-cars/cardetails/37-2964946
1710,Ford Focus St 2.3 Petrol 280ps,2.3,2019,6946,25765,www.theaa.com/used-cars/cardetails/37-2964944
1711,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,451,19145,www.theaa.com/used-cars/cardetails/37-2964941
1712,Ford Focus Titanium X 1.5 Diesel 120ps,1.5,2020,1492,16700,www.theaa.com/used-cars/cardetails/37-2964939
1713,Ford Focus Titanium X 1.5 Diesel 120ps,1.5,2020,280,17435,www.theaa.com/used-cars/cardetails/37-2964936
1714,Ford Focus St 2.3 Petrol 280ps,2.3,2019,5027,25620,www.theaa.com/used-cars/cardetails/37-2964932
1715,Ford Focus St 2.3 Petrol 280ps,2.3,2019,5027,25620,www.theaa.com/used-cars/cardetails/37-2964919
1716,Ford Focus St 2.3 Petrol 280ps,2.3,2019,4398,25205,www.theaa.com/used-cars/cardetails/37-2964917
1717,Ford Focus St 2.3 Petrol 280ps,2.3,2019,6946,25765,www.theaa.com/used-cars/cardetails/37-2964915
1718,Ford Focus St 2.0 Diesel 190ps,2.0,2020,4447,24095,www.theaa.com/used-cars/cardetails/37-2964911
1719,Ford Focus St 2.0 Diesel 190ps,2.0,2020,2950,24535,www.theaa.com/used-cars/cardetails/37-2964909
1720,Ford Focus St 2.3 Petrol 280ps,2.3,2019,6946,25765,www.theaa.com/used-cars/cardetails/37-2964908
1721,Ford Focus Active X 1.5 Diesel 120ps,1.5,2020,3841,18510,www.theaa.com/used-cars/cardetails/37-2964907
1722,Ford Focus St 2.0 Diesel 190ps,2.0,2020,593,25010,www.theaa.com/used-cars/cardetails/37-2964899
1723,Ford Focus St 2.0 Diesel 190ps,2.0,2020,8486,24255,www.theaa.com/used-cars/cardetails/37-2964895
1724,Ford Focus Titanium X 1.5 Diesel 120ps,1.5,2020,4138,17135,www.theaa.com/used-cars/cardetails/37-2964894
1725,Ford Focus St 2.3 Petrol 280ps,2.3,2019,6804,26600,www.theaa.com/used-cars/cardetails/37-2964847
1726,Ford Focus St 2.3 Petrol 280ps,2.3,2019,6804,26600,www.theaa.com/used-cars/cardetails/37-2964846
1727,Ford Focus St 2.3 Petrol 280ps,2.3,2019,6804,26600,www.theaa.com/used-cars/cardetails/37-2964786
1728,Ford Focus 2.0T EcoBoost ST-3 (s/s) 5dr,2.0,2018,14400,16985,www.theaa.com/used-cars/cardetails/6-1785975
1729,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr Petrol Hatchback,1.0,2018,17593,13195,www.theaa.com/used-cars/cardetails/39-941340
1730,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2017,32362,9400,www.theaa.com/used-cars/cardetails/137-657688
1731,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2019,13607,13800,www.theaa.com/used-cars/cardetails/137-657685
1732,Ford Focus 1.5 EcoBlue 120 Titanium X 5dr,1.5,2018,6276,14700,www.theaa.com/used-cars/cardetails/137-657308
1733,Ford Focus Vignale 2.0 EcoBlue 5dr Auto,2.0,2020,7260,19350,www.theaa.com/used-cars/cardetails/137-657496
1734,Ford Focus 5Dr Zetec 1.5 Tdci 120PS,1.5,2018,9650,13199,www.theaa.com/used-cars/cardetails/14-2600208
